;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 05.02.2018 13:36:25
;----------------------------------------------

;Address Opcode 	ASM
L__main156:
;MyProject.c,213 :: 		HEAT=0;
0x0DDA	0xB3B2    	IN         R27, PORTD+0
0x0DDC	0x7BBF    	CBR        R27, 64
0x0DDE	0xBBB2    	OUT        PORTD+0, R27
;MyProject.c,214 :: 		if(get_adc(0)<150){
0x0DE0	0x2422    	CLR        R2
0x0DE2	0xD9E5    	RCALL      _get_adc+0
0x0DE4	0xE926    	LDI        R18, 150
0x0DE6	0xE030    	LDI        R19, 0
0x0DE8	0x1702    	CP         R16, R18
0x0DEA	0x0713    	CPC        R17, R19
0x0DEC	0xF44C    	BRGE       L_main76
L__main157:
;MyProject.c,215 :: 		TOIE2_bit=0;
0x0DEE	0xB7B9    	IN         R27, TOIE2_bit+0
0x0DF0	0x7BBF    	CBR        R27, 64
0x0DF2	0xBFB9    	OUT        TOIE2_bit+0, R27
;MyProject.c,216 :: 		EN=1;
0x0DF4	0xB3B8    	IN         R27, PORTB+0
0x0DF6	0x60B4    	SBR        R27, 4
0x0DF8	0xBBB8    	OUT        PORTB+0, R27
;MyProject.c,217 :: 		P_ON=0;
0x0DFA	0xB3B2    	IN         R27, PORTD+0
0x0DFC	0x7FBE    	CBR        R27, 1
0x0DFE	0xBBB2    	OUT        PORTD+0, R27
;MyProject.c,218 :: 		}
L_main76:
;MyProject.c,219 :: 		button_chk();
0x0E00	0xDBDE    	RCALL      _button_chk+0
;MyProject.c,220 :: 		dig1=15;
0x0E02	0xE0BF    	LDI        R27, 15
0x0E04	0x008793B0  	STS        _dig1+0, R27
;MyProject.c,221 :: 		dig2=16;
0x0E08	0xE1B0    	LDI        R27, 16
0x0E0A	0x008693B0  	STS        _dig2+0, R27
;MyProject.c,222 :: 		dig3=17;
0x0E0E	0xE1B1    	LDI        R27, 17
0x0E10	0x006A93B0  	STS        _dig3+0, R27
;MyProject.c,223 :: 		dig4=18;
0x0E14	0xE1B2    	LDI        R27, 18
0x0E16	0x006993B0  	STS        _dig4+0, R27
;MyProject.c,224 :: 		if(stb_but_flag){
0x0E1A	0x006F9100  	LDS        R16, _stb_but_flag+0
0x0E1E	0x2300    	TST        R16
0x0E20	0xF0C9    	BREQ       L_main77
L__main158:
;MyProject.c,225 :: 		stby_flag=0;
0x0E22	0xE0B0    	LDI        R27, 0
0x0E24	0x006793B0  	STS        _stby_flag+0, R27
;MyProject.c,226 :: 		go_flag=0;
0x0E28	0xE0B0    	LDI        R27, 0
0x0E2A	0x006693B0  	STS        _go_flag+0, R27
;MyProject.c,227 :: 		TOIE2_bit=1;
0x0E2E	0xB7B9    	IN         R27, TOIE2_bit+0
0x0E30	0x64B0    	SBR        R27, 64
0x0E32	0xBFB9    	OUT        TOIE2_bit+0, R27
;MyProject.c,228 :: 		EN=0;
0x0E34	0xB3B8    	IN         R27, PORTB+0
0x0E36	0x7FBB    	CBR        R27, 4
0x0E38	0xBBB8    	OUT        PORTB+0, R27
;MyProject.c,229 :: 		P_ON=1;
0x0E3A	0xB3B2    	IN         R27, PORTD+0
0x0E3C	0x60B1    	SBR        R27, 1
0x0E3E	0xBBB2    	OUT        PORTD+0, R27
;MyProject.c,230 :: 		while(stb_but_flag){
L_main78:
0x0E40	0x006F9100  	LDS        R16, _stb_but_flag+0
0x0E44	0x2300    	TST        R16
0x0E46	0xF031    	BREQ       L_main79
L__main159:
;MyProject.c,231 :: 		button_chk();
0x0E48	0xDBBA    	RCALL      _button_chk+0
;MyProject.c,232 :: 		stb_but_flag=0;
0x0E4A	0xE0B0    	LDI        R27, 0
0x0E4C	0x006F93B0  	STS        _stb_but_flag+0, R27
;MyProject.c,233 :: 		Delay_100ms();
0x0E50	0xDB9A    	RCALL      _Delay_100ms+0
;MyProject.c,234 :: 		}
0x0E52	0xCFF6    	RJMP       L_main78
L_main79:
;MyProject.c,235 :: 		}
L_main77:
;MyProject.c,236 :: 		}
0x0E54	0xCFBD    	RJMP       L_main74
L_main75:
;MyProject.c,237 :: 		}}
0x0E56	0xCE28    	RJMP       L_main39
L_end_main:
0x0E58	0x903F    	POP        R3
0x0E5A	0x902F    	POP        R2
L__main_end_loop:
0x0E5C	0xCFFF    	RJMP       L__main_end_loop
; end of _main
_ADC_Init:
;__Lib_ADC.c,14 :: 		
;__Lib_ADC.c,15 :: 		
0x0242	0xEFB9    	LDI        R27, lo_addr(_ADC_Get_Sample+0)
0x0244	0x009193B0  	STS        _ADC_Get_Sample_Ptr+0, R27
0x0248	0xE0B0    	LDI        R27, hi_addr(_ADC_Get_Sample+0)
0x024A	0x009293B0  	STS        _ADC_Get_Sample_Ptr+1, R27
;__Lib_ADC.c,16 :: 		
0x024E	0xE8B7    	LDI        R27, 135
0x0250	0xB9B6    	OUT        ADCSRA+0, R27
;__Lib_ADC.c,22 :: 		
0x0252	0xE0B0    	LDI        R27, 0
0x0254	0xB9B7    	OUT        ADMUX+0, R27
;__Lib_ADC.c,25 :: 		
L_end_ADC_Init:
0x0256	0x9508    	RET
; end of _ADC_Init
_button_chk:
;MyProject.c,92 :: 		void button_chk(){
;MyProject.c,93 :: 		if(get_adc(1)<1000){
0x05BE	0x922F    	PUSH       R2
0x05C0	0xE0B1    	LDI        R27, 1
0x05C2	0x2E2B    	MOV        R2, R27
0x05C4	0xDDF4    	RCALL      _get_adc+0
0x05C6	0xEE28    	LDI        R18, 232
0x05C8	0xE033    	LDI        R19, 3
0x05CA	0x1702    	CP         R16, R18
0x05CC	0x0713    	CPC        R17, R19
0x05CE	0xF00C    	BRLT       L__button_chk121
0x05D0	0xC062    	RJMP       L_button_chk21
L__button_chk121:
;MyProject.c,94 :: 		Delay_ms(50);
0x05D2	0xE024    	LDI        R18, 4
0x05D4	0xE01C    	LDI        R17, 12
0x05D6	0xE304    	LDI        R16, 52
L_button_chk22:
0x05D8	0x950A    	DEC        R16
0x05DA	0xF7F1    	BRNE       L_button_chk22
0x05DC	0x951A    	DEC        R17
0x05DE	0xF7E1    	BRNE       L_button_chk22
0x05E0	0x952A    	DEC        R18
0x05E2	0xF7D1    	BRNE       L_button_chk22
0x05E4	0x0000    	NOP
0x05E6	0x0000    	NOP
;MyProject.c,95 :: 		if((get_adc(1)<(483+ADC_HYST))&&(get_adc(1))>(483-ADC_HYST)) spdup_but_flag=1;
0x05E8	0xE0B1    	LDI        R27, 1
0x05EA	0x2E2B    	MOV        R2, R27
0x05EC	0xDDE0    	RCALL      _get_adc+0
0x05EE	0xEF27    	LDI        R18, 247
0x05F0	0xE031    	LDI        R19, 1
0x05F2	0x1702    	CP         R16, R18
0x05F4	0x0713    	CPC        R17, R19
0x05F6	0xF45C    	BRGE       L__button_chk85
L__button_chk122:
0x05F8	0xE0B1    	LDI        R27, 1
0x05FA	0x2E2B    	MOV        R2, R27
0x05FC	0xDDD8    	RCALL      _get_adc+0
0x05FE	0xEC2F    	LDI        R18, 207
0x0600	0xE031    	LDI        R19, 1
0x0602	0x1720    	CP         R18, R16
0x0604	0x0731    	CPC        R19, R17
0x0606	0xF41C    	BRGE       L__button_chk84
L__button_chk123:
L__button_chk83:
0x0608	0xE0B1    	LDI        R27, 1
0x060A	0x006E93B0  	STS        _spdup_but_flag+0, R27
L__button_chk85:
L__button_chk84:
;MyProject.c,96 :: 		if((get_adc(1)<(408+ADC_HYST))&&(get_adc(1))>(408-ADC_HYST)) spddown_but_flag=1;
0x060E	0xE0B1    	LDI        R27, 1
0x0610	0x2E2B    	MOV        R2, R27
0x0612	0xDDCD    	RCALL      _get_adc+0
0x0614	0xEA2C    	LDI        R18, 172
0x0616	0xE031    	LDI        R19, 1
0x0618	0x1702    	CP         R16, R18
0x061A	0x0713    	CPC        R17, R19
0x061C	0xF45C    	BRGE       L__button_chk87
L__button_chk124:
0x061E	0xE0B1    	LDI        R27, 1
0x0620	0x2E2B    	MOV        R2, R27
0x0622	0xDDC5    	RCALL      _get_adc+0
0x0624	0xE824    	LDI        R18, 132
0x0626	0xE031    	LDI        R19, 1
0x0628	0x1720    	CP         R18, R16
0x062A	0x0731    	CPC        R19, R17
0x062C	0xF41C    	BRGE       L__button_chk86
L__button_chk125:
L__button_chk82:
0x062E	0xE0B1    	LDI        R27, 1
0x0630	0x006D93B0  	STS        _spddown_but_flag+0, R27
L__button_chk87:
L__button_chk86:
;MyProject.c,97 :: 		if((get_adc(1)<(312+ADC_HYST))&&(get_adc(1))>(312-ADC_HYST)) tup_but_flag=1;
0x0634	0xE0B1    	LDI        R27, 1
0x0636	0x2E2B    	MOV        R2, R27
0x0638	0xDDBA    	RCALL      _get_adc+0
0x063A	0xE42C    	LDI        R18, 76
0x063C	0xE031    	LDI        R19, 1
0x063E	0x1702    	CP         R16, R18
0x0640	0x0713    	CPC        R17, R19
0x0642	0xF45C    	BRGE       L__button_chk89
L__button_chk126:
0x0644	0xE0B1    	LDI        R27, 1
0x0646	0x2E2B    	MOV        R2, R27
0x0648	0xDDB2    	RCALL      _get_adc+0
0x064A	0xE224    	LDI        R18, 36
0x064C	0xE031    	LDI        R19, 1
0x064E	0x1720    	CP         R18, R16
0x0650	0x0731    	CPC        R19, R17
0x0652	0xF41C    	BRGE       L__button_chk88
L__button_chk127:
L__button_chk81:
0x0654	0xE0B1    	LDI        R27, 1
0x0656	0x006C93B0  	STS        _tup_but_flag+0, R27
L__button_chk89:
L__button_chk88:
;MyProject.c,98 :: 		if((get_adc(1)<(183+ADC_HYST))&&(get_adc(1))>(183-ADC_HYST)) tdown_but_flag=1;
0x065A	0xE0B1    	LDI        R27, 1
0x065C	0x2E2B    	MOV        R2, R27
0x065E	0xDDA7    	RCALL      _get_adc+0
0x0660	0xEC2B    	LDI        R18, 203
0x0662	0xE030    	LDI        R19, 0
0x0664	0x1702    	CP         R16, R18
0x0666	0x0713    	CPC        R17, R19
0x0668	0xF45C    	BRGE       L__button_chk91
L__button_chk128:
0x066A	0xE0B1    	LDI        R27, 1
0x066C	0x2E2B    	MOV        R2, R27
0x066E	0xDD9F    	RCALL      _get_adc+0
0x0670	0xEA23    	LDI        R18, 163
0x0672	0xE030    	LDI        R19, 0
0x0674	0x1720    	CP         R18, R16
0x0676	0x0731    	CPC        R19, R17
0x0678	0xF41C    	BRGE       L__button_chk90
L__button_chk129:
L__button_chk80:
0x067A	0xE0B1    	LDI        R27, 1
0x067C	0x006B93B0  	STS        _tdown_but_flag+0, R27
L__button_chk91:
L__button_chk90:
;MyProject.c,99 :: 		if((get_adc(1)<(0+ADC_HYST))) stb_but_flag=1;
0x0680	0xE0B1    	LDI        R27, 1
0x0682	0x2E2B    	MOV        R2, R27
0x0684	0xDD94    	RCALL      _get_adc+0
0x0686	0xE124    	LDI        R18, 20
0x0688	0xE030    	LDI        R19, 0
0x068A	0x1702    	CP         R16, R18
0x068C	0x0713    	CPC        R17, R19
0x068E	0xF41C    	BRGE       L_button_chk36
L__button_chk130:
0x0690	0xE0B1    	LDI        R27, 1
0x0692	0x006F93B0  	STS        _stb_but_flag+0, R27
L_button_chk36:
;MyProject.c,100 :: 		}
L_button_chk21:
;MyProject.c,102 :: 		}
L_end_button_chk:
0x0696	0x902F    	POP        R2
0x0698	0x9508    	RET
; end of _button_chk
_get_adc:
;MyProject.c,85 :: 		int get_adc (char x){
;MyProject.c,87 :: 		temp2=0;
0x01AE	0xE0B0    	LDI        R27, 0
0x01B0	0x008493B0  	STS        _temp2+0, R27
0x01B4	0x008593B0  	STS        _temp2+1, R27
;MyProject.c,88 :: 		for(s=20; s!=0; s-- ) temp2+=ADC_Read(x) ;
; s start address is: 20 (R20)
0x01B8	0xE144    	LDI        R20, 20
; s end address is: 20 (R20)
L_get_adc18:
; s start address is: 20 (R20)
0x01BA	0x3040    	CPI        R20, 0
0x01BC	0xF079    	BREQ       L_get_adc19
L__get_adc119:
0x01BE	0xD1B0    	RCALL      _ADC_Read+0
0x01C0	0x00849120  	LDS        R18, _temp2+0
0x01C4	0x00859130  	LDS        R19, _temp2+1
0x01C8	0x0F02    	ADD        R16, R18
0x01CA	0x1F13    	ADC        R17, R19
0x01CC	0x00849300  	STS        _temp2+0, R16
0x01D0	0x00859310  	STS        _temp2+1, R17
0x01D4	0x2F04    	MOV        R16, R20
0x01D6	0x5001    	SUBI       R16, 1
0x01D8	0x2F40    	MOV        R20, R16
; s end address is: 20 (R20)
0x01DA	0xCFEF    	RJMP       L_get_adc18
L_get_adc19:
;MyProject.c,89 :: 		return  temp2/20;
0x01DC	0x922F    	PUSH       R2
0x01DE	0xE144    	LDI        R20, 20
0x01E0	0xE050    	LDI        R21, 0
0x01E2	0x00849100  	LDS        R16, _temp2+0
0x01E6	0x00859110  	LDS        R17, _temp2+1
0x01EA	0xD0A5    	RCALL      _Div_16x16_S+0
0x01EC	0x018B    	MOVW       R16, R22
0x01EE	0x902F    	POP        R2
;MyProject.c,90 :: 		}
L_end_get_adc:
0x01F0	0x9508    	RET
; end of _get_adc
_ADC_Read:
;__Lib_ADC.c,46 :: 		
;__Lib_ADC.c,47 :: 		
0x0520	0xDE90    	RCALL      _ADC_Init+0
;__Lib_ADC.c,48 :: 		
0x0522	0xDE67    	RCALL      _ADC_Get_Sample+0
;__Lib_ADC.c,49 :: 		
L_end_ADC_Read:
0x0524	0x9508    	RET
; end of _ADC_Read
_ADC_Get_Sample:
;__Lib_ADC.c,28 :: 		
;__Lib_ADC.c,31 :: 		
0x01F2	0xB107    	IN         R16, ADMUX+0
0x01F4	0x7E00    	ANDI       R16, 224
0x01F6	0x2902    	OR         R16, R2
0x01F8	0xB907    	OUT        ADMUX+0, R16
;__Lib_ADC.c,36 :: 		
0x01FA	0xB1B6    	IN         R27, ADSC_bit+0
0x01FC	0x64B0    	SBR        R27, 64
0x01FE	0xB9B6    	OUT        ADSC_bit+0, R27
;__Lib_ADC.c,38 :: 		
L_ADC_Get_Sample0:
0x0200	0xB1B6    	IN         R27, ADSC_bit+0
0x0202	0xFFB6    	SBRS       R27, 6
0x0204	0xC001    	RJMP       L_ADC_Get_Sample1
;__Lib_ADC.c,39 :: 		
0x0206	0xCFFC    	RJMP       L_ADC_Get_Sample0
L_ADC_Get_Sample1:
;__Lib_ADC.c,41 :: 		
; temp start address is: 18 (R18)
0x0208	0xB124    	IN         R18, ADCL+0
0x020A	0xE030    	LDI        R19, 0
;__Lib_ADC.c,42 :: 		
0x020C	0xB105    	IN         R16, ADCH+0
0x020E	0x2F10    	MOV        R17, R16
0x0210	0x2700    	CLR        R16
0x0212	0x2B02    	OR         R16, R18
0x0214	0x2B13    	OR         R17, R19
; temp end address is: 18 (R18)
;__Lib_ADC.c,43 :: 		
L_end_ADC_Get_Sample:
0x0216	0x9508    	RET
; end of _ADC_Get_Sample
_Div_16x16_S:
;__Lib_Math.c,145 :: 		
;__Lib_Math.c,148 :: 		
0x0336	0x01C8    	MOVW       R24, R16
;__Lib_Math.c,149 :: 		
0x0338	0x01BA    	MOVW       R22, R20
;__Lib_Math.c,151 :: 		
0x033A	0xFB97    	BST        R25, 7
;__Lib_Math.c,152 :: 		
0x033C	0x2E09    	MOV        R0, R25
;__Lib_Math.c,153 :: 		
0x033E	0x2607    	EOR        R0, R23
;__Lib_Math.c,154 :: 		
0x0340	0xD00A    	RCALL      Div_16x16_S_L3
;__Lib_Math.c,155 :: 		
0x0342	0xFD77    	SBRC       R23, 7
;__Lib_Math.c,156 :: 		
0x0344	0xD004    	RCALL      Div_16x16_S_L1
;__Lib_Math.c,157 :: 		
0x0346	0xD00C    	RCALL      Div_16x16_S_L4
;__Lib_Math.c,158 :: 		
0x0348	0xD006    	RCALL      Div_16x16_S_L3
;__Lib_Math.c,159 :: 		
0x034A	0x2000    	AND        R0, R0
;__Lib_Math.c,160 :: 		
0x034C	0xF41A    	BRPL       Div_16x16_S_L2
;__Lib_Math.c,161 :: 		
Div_16x16_S_L1:
;__Lib_Math.c,162 :: 		
0x034E	0x9570    	COM        R23
;__Lib_Math.c,163 :: 		
0x0350	0x9561    	NEG        R22
;__Lib_Math.c,164 :: 		
0x0352	0x4F7F    	SBCI       R23, 255
;__Lib_Math.c,165 :: 		
Div_16x16_S_L2:
;__Lib_Math.c,166 :: 		
0x0354	0x9508    	RET
;__Lib_Math.c,167 :: 		
Div_16x16_S_L3:
;__Lib_Math.c,168 :: 		
0x0356	0xF7F6    	BRTC       Div_16x16_S_L2
;__Lib_Math.c,169 :: 		
0x0358	0x9590    	COM        R25
;__Lib_Math.c,170 :: 		
0x035A	0x9581    	NEG        R24
;__Lib_Math.c,171 :: 		
0x035C	0x4F9F    	SBCI       R25, 255
;__Lib_Math.c,172 :: 		
0x035E	0x9508    	RET
;__Lib_Math.c,173 :: 		
Div_16x16_S_L4:
;__Lib_Math.c,174 :: 		
0x0360	0x1BAA    	SUB        R26, R26
;__Lib_Math.c,175 :: 		
0x0362	0x1BBB    	SUB        R27, R27
;__Lib_Math.c,176 :: 		
0x0364	0xE151    	LDI        R21, 17
;__Lib_Math.c,177 :: 		
0x0366	0xC007    	RJMP       Div_16x16_S_L6
;__Lib_Math.c,178 :: 		
Div_16x16_S_L5:
;__Lib_Math.c,179 :: 		
0x0368	0x1FAA    	ROL        R26
;__Lib_Math.c,180 :: 		
0x036A	0x1FBB    	ROL        R27
;__Lib_Math.c,181 :: 		
0x036C	0x17A6    	CP         R26, R22
;__Lib_Math.c,182 :: 		
0x036E	0x07B7    	CPC        R27, R23
;__Lib_Math.c,183 :: 		
0x0370	0xF010    	BRCS       Div_16x16_S_L6
;__Lib_Math.c,184 :: 		
0x0372	0x1BA6    	SUB        R26, R22
;__Lib_Math.c,185 :: 		
0x0374	0x0BB7    	SBC        R27, R23
;__Lib_Math.c,186 :: 		
Div_16x16_S_L6:
;__Lib_Math.c,187 :: 		
0x0376	0x1F88    	ROL        R24
;__Lib_Math.c,188 :: 		
0x0378	0x1F99    	ROL        R25
;__Lib_Math.c,189 :: 		
0x037A	0x955A    	DEC        R21
;__Lib_Math.c,190 :: 		
0x037C	0xF7A9    	BRNE       Div_16x16_S_L5
;__Lib_Math.c,191 :: 		
0x037E	0x9580    	COM        R24
;__Lib_Math.c,192 :: 		
0x0380	0x9590    	COM        R25
;__Lib_Math.c,193 :: 		
0x0382	0x01BC    	MOVW       R22, R24
;__Lib_Math.c,194 :: 		
0x0384	0x01CD    	MOVW       R24, R26
;__Lib_Math.c,195 :: 		
0x0386	0x9508    	RET
;__Lib_Math.c,198 :: 		
L_end_Div_16x16_S:
0x0388	0x9508    	RET
; end of _Div_16x16_S
_dectosev:
;MyProject.c,36 :: 		void dectosev(int m){
;MyProject.c,37 :: 		temp= m/100 ;
0x0530	0x923F    	PUSH       R3
0x0532	0x922F    	PUSH       R2
0x0534	0xE644    	LDI        R20, 100
0x0536	0xE050    	LDI        R21, 0
0x0538	0x0181    	MOVW       R16, R2
0x053A	0xDEFD    	RCALL      _Div_16x16_S+0
0x053C	0x018B    	MOVW       R16, R22
0x053E	0x902F    	POP        R2
0x0540	0x903F    	POP        R3
0x0542	0x00949300  	STS        _temp+0, R16
;MyProject.c,38 :: 		dig1=temp;
0x0546	0x00879300  	STS        _dig1+0, R16
;MyProject.c,39 :: 		m =m%100;
0x054A	0x923F    	PUSH       R3
0x054C	0x922F    	PUSH       R2
0x054E	0xE644    	LDI        R20, 100
0x0550	0xE050    	LDI        R21, 0
0x0552	0x0181    	MOVW       R16, R2
0x0554	0xDEF0    	RCALL      _Div_16x16_S+0
0x0556	0x018C    	MOVW       R16, R24
0x0558	0x902F    	POP        R2
0x055A	0x903F    	POP        R3
0x055C	0x0118    	MOVW       R2, R16
;MyProject.c,40 :: 		temp= m/10;
0x055E	0x923F    	PUSH       R3
0x0560	0x922F    	PUSH       R2
0x0562	0xE04A    	LDI        R20, 10
0x0564	0xE050    	LDI        R21, 0
0x0566	0xDEE7    	RCALL      _Div_16x16_S+0
0x0568	0x018B    	MOVW       R16, R22
0x056A	0x902F    	POP        R2
0x056C	0x903F    	POP        R3
0x056E	0x00949300  	STS        _temp+0, R16
;MyProject.c,41 :: 		dig2=temp;
0x0572	0x00869300  	STS        _dig2+0, R16
;MyProject.c,42 :: 		dig3= m%10;
0x0576	0xE04A    	LDI        R20, 10
0x0578	0xE050    	LDI        R21, 0
0x057A	0x0181    	MOVW       R16, R2
0x057C	0xDEDC    	RCALL      _Div_16x16_S+0
0x057E	0x018C    	MOVW       R16, R24
0x0580	0x006A9300  	STS        _dig3+0, R16
;MyProject.c,44 :: 		}
L_end_dectosev:
0x0584	0x9508    	RET
; end of _dectosev
_Delay_100ms:
;__Lib_Delays.c,46 :: 		void Delay_100ms() {
;__Lib_Delays.c,47 :: 		Delay_ms(100);
0x0586	0xE027    	LDI        R18, 7
0x0588	0xE117    	LDI        R17, 23
0x058A	0xE60B    	LDI        R16, 107
L_Delay_100ms20:
0x058C	0x950A    	DEC        R16
0x058E	0xF7F1    	BRNE       L_Delay_100ms20
0x0590	0x951A    	DEC        R17
0x0592	0xF7E1    	BRNE       L_Delay_100ms20
0x0594	0x952A    	DEC        R18
0x0596	0xF7D1    	BRNE       L_Delay_100ms20
0x0598	0x0000    	NOP
;__Lib_Delays.c,48 :: 		}
L_end_Delay_100ms:
0x059A	0x9508    	RET
; end of _Delay_100ms
___CC2DW:
;__Lib_System.c,25 :: 		
;__Lib_System.c,27 :: 		
L_loopDW:
;__Lib_System.c,28 :: 		
0x0526	0x9005    	LPM        R0, Z+
;__Lib_System.c,29 :: 		
0x0528	0x920D    	ST         X+, R0
;__Lib_System.c,30 :: 		
0x052A	0x9701    	SBIW       R24, 1
;__Lib_System.c,31 :: 		
0x052C	0xF7E1    	BRNE       L_loopDW
;__Lib_System.c,33 :: 		
L_end___CC2DW:
0x052E	0x9508    	RET
; end of ___CC2DW
_float_fpmul1:
;__Lib_MathDouble.c,483 :: 		
;__Lib_MathDouble.c,485 :: 		
0x050C	0x2E04    	MOV        R0, R20
;__Lib_MathDouble.c,486 :: 		
0x050E	0x2E15    	MOV        R1, R21
;__Lib_MathDouble.c,487 :: 		
0x0510	0x2E26    	MOV        R2, R22
;__Lib_MathDouble.c,488 :: 		
0x0512	0x2E37    	MOV        R3, R23
;__Lib_MathDouble.c,490 :: 		
0x0514	0xDF44    	RCALL      _float_fpmul+0
;__Lib_MathDouble.c,492 :: 		
0x0516	0x2E00    	MOV        R0, R16
;__Lib_MathDouble.c,493 :: 		
0x0518	0x2E11    	MOV        R1, R17
;__Lib_MathDouble.c,494 :: 		
0x051A	0x2E22    	MOV        R2, R18
;__Lib_MathDouble.c,495 :: 		
0x051C	0x2E33    	MOV        R3, R19
;__Lib_MathDouble.c,497 :: 		
L_end_float_fpmul1:
0x051E	0x9508    	RET
; end of _float_fpmul1
_float_fpmul:
;__Lib_MathDouble.c,407 :: 		
;__Lib_MathDouble.c,408 :: 		
0x039E	0xDF3C    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,410 :: 		
0x03A0	0xF181    	BREQ       L0097
;__Lib_MathDouble.c,411 :: 		
0x03A2	0x2EE6    	MOV        R14, R22
;__Lib_MathDouble.c,412 :: 		
0x03A4	0x2ED5    	MOV        R13, R21
;__Lib_MathDouble.c,413 :: 		
0x03A6	0x2EC4    	MOV        R12, R20
;__Lib_MathDouble.c,414 :: 		
0x03A8	0x2EB3    	MOV        R11, R19
;__Lib_MathDouble.c,415 :: 		
0x03AA	0x2EA2    	MOV        R10, R18
;__Lib_MathDouble.c,416 :: 		
0x03AC	0x2E91    	MOV        R9, R17
;__Lib_MathDouble.c,417 :: 		
0x03AE	0x2E80    	MOV        R8, R16
;__Lib_MathDouble.c,418 :: 		
0x03B0	0x2D00    	MOV        R16, R0
;__Lib_MathDouble.c,419 :: 		
0x03B2	0x2D11    	MOV        R17, R1
;__Lib_MathDouble.c,420 :: 		
0x03B4	0x2D22    	MOV        R18, R2
;__Lib_MathDouble.c,421 :: 		
0x03B6	0x2D33    	MOV        R19, R3
;__Lib_MathDouble.c,423 :: 		
0x03B8	0xDF2F    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,425 :: 		
0x03BA	0xF119    	BREQ       L0097
;__Lib_MathDouble.c,426 :: 		
0x03BC	0x256E    	EOR        R22, R14
;__Lib_MathDouble.c,427 :: 		
0x03BE	0x0D4C    	ADD        R20, R12
;__Lib_MathDouble.c,428 :: 		
0x03C0	0x1D5D    	ADC        R21, R13
;__Lib_MathDouble.c,429 :: 		
0x03C2	0x3840    	CPI        R20, 128
;__Lib_MathDouble.c,430 :: 		
0x03C4	0x0753    	CPC        R21, R19
;__Lib_MathDouble.c,431 :: 		
0x03C6	0xF4F4    	BRGE       L009B
;__Lib_MathDouble.c,432 :: 		
0x03C8	0x3841    	CPI        R20, 129
;__Lib_MathDouble.c,433 :: 		
0x03CA	0xEF7F    	LDI        R23, 255
;__Lib_MathDouble.c,434 :: 		
0x03CC	0x0757    	CPC        R21, R23
;__Lib_MathDouble.c,435 :: 		
0x03CE	0xF0FC    	BRLT       L00A0mul
;__Lib_MathDouble.c,436 :: 		
0x03D0	0x2788    	CLR        R24
;__Lib_MathDouble.c,437 :: 		
0x03D2	0x2799    	CLR        R25
;__Lib_MathDouble.c,438 :: 		
0x03D4	0x27AA    	CLR        R26
;__Lib_MathDouble.c,439 :: 		
0x03D6	0x27BB    	CLR        R27
;__Lib_MathDouble.c,440 :: 		
0x03D8	0xE270    	LDI        R23, 32
;__Lib_MathDouble.c,441 :: 		
L0083:
;__Lib_MathDouble.c,442 :: 		
0x03DA	0x95B6    	LSR        R27
;__Lib_MathDouble.c,443 :: 		
0x03DC	0x95A7    	ROR        R26
;__Lib_MathDouble.c,444 :: 		
0x03DE	0x9597    	ROR        R25
;__Lib_MathDouble.c,445 :: 		
0x03E0	0x9587    	ROR        R24
;__Lib_MathDouble.c,446 :: 		
0x03E2	0x9537    	ROR        R19
;__Lib_MathDouble.c,447 :: 		
0x03E4	0x9527    	ROR        R18
;__Lib_MathDouble.c,448 :: 		
0x03E6	0x9517    	ROR        R17
;__Lib_MathDouble.c,449 :: 		
0x03E8	0x9507    	ROR        R16
;__Lib_MathDouble.c,450 :: 		
0x03EA	0xF420    	BRCC       L0090
;__Lib_MathDouble.c,451 :: 		
0x03EC	0x0D88    	ADD        R24, R8
;__Lib_MathDouble.c,452 :: 		
0x03EE	0x1D99    	ADC        R25, R9
;__Lib_MathDouble.c,453 :: 		
0x03F0	0x1DAA    	ADC        R26, R10
;__Lib_MathDouble.c,454 :: 		
0x03F2	0x1DBB    	ADC        R27, R11
;__Lib_MathDouble.c,455 :: 		
L0090:
;__Lib_MathDouble.c,456 :: 		
0x03F4	0x957A    	DEC        R23
;__Lib_MathDouble.c,457 :: 		
0x03F6	0xF789    	BRNE       L0083
;__Lib_MathDouble.c,458 :: 		
0x03F8	0x2F03    	MOV        R16, R19
;__Lib_MathDouble.c,459 :: 		
0x03FA	0x2F3A    	MOV        R19, R26
;__Lib_MathDouble.c,460 :: 		
0x03FC	0x2F29    	MOV        R18, R25
;__Lib_MathDouble.c,461 :: 		
0x03FE	0x2F18    	MOV        R17, R24
;__Lib_MathDouble.c,463 :: 		
0x0400	0xDE42    	RCALL      _float_normalize_and_pack+0
;__Lib_MathDouble.c,465 :: 		
L0097:
;__Lib_MathDouble.c,466 :: 		
0x0402	0xC00A    	RJMP       L00A0x
;__Lib_MathDouble.c,467 :: 		
L009B:
;__Lib_MathDouble.c,468 :: 		
0x0404	0xEF0F    	LDI        R16, 255
;__Lib_MathDouble.c,469 :: 		
0x0406	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,470 :: 		
0x0408	0xE72F    	LDI        R18, 127
